Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracci�n,Hora_Extracci�n,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1549984932881223681,2022-07-21 00:09:39-05:00,OVIALCDMX,00 10  precaucionvial por choque en viaducto rio de la piedad a la altura de calle oriente 217  ,7/21/2022,0:59:02,0,0,0,0,0,0,1,,Si
1549988548341907457,2022-07-21 00:24:01-05:00,OVIALCDMX,00 23  precaucionvial por choque en acueducto de guadalupe a la altura de miguel bernard  servicios de emergencia se dirigen al lugar  ,7/21/2022,0:59:02,0,0,0,0,0,0,1,,Si
1550012917285888002,2022-07-21 02:00:51-05:00,OVIALCDMX,01 59  precaucionvial por volcadura en eje central lazaro cardenas a la altura de poniente 108  colonia defensores de la republica  servicios de emergencia al lugar  ,7/21/2022,2:59:02,0,1,0,0,0,0,0,,Si
1550016453180637189,2022-07-21 02:14:55-05:00,isidrocorro,ultimo minuto  al menos cuatro heridos dejo el choque y volcadura de una camioneta de tres y media toneladas impactada por dos autos en la esquina de insurgentes sur y baja california en la colonia roma sur en la alcaldia cuauhtemoc  bomberos laboran en el lugar  ,7/21/2022,2:59:02,0,1,0,0,0,0,1,cuauhtemoc,Si
1550016703748313088,2022-07-21 02:15:54-05:00,dragon02red,  demadrugada  choque multiple y  volcadura en  insurgentes  roma sur  cuh  cuauhtemoc  cdmx  ,7/21/2022,2:59:02,0,1,0,0,0,0,1,cuauhtemoc,No
1550017808465104896,2022-07-21 02:20:18-05:00,MrElDiablo8, precauciones    bomberos cdmx y  ssc cdmx atienden fuerte choque y volcadura en insurgentes y baja california  son tres vehiculos involucrados  hay lesionados ,7/21/2022,2:59:02,0,1,0,0,0,0,1,,No
1550022052014432256,2022-07-21 02:37:09-05:00,C5_CDMX,servicios de emergencia trabajan por volcadura sobre av  insurgentes y baja california  colonia roma sur   alccuauhtemocmx   911cdmx c5 ,7/21/2022,2:59:02,0,1,0,0,0,0,0,cuauhtemoc,No
1550024774990143490,2022-07-21 02:47:59-05:00,FNNoticiass, enteretemanejar a exceso de velocidad y sin respetar cruces viales provoco un accidente vehicular  a pesar del choque multiple con volcadura en el cruce del eje 3  sur e  insurgentes solamente una persona fue valorada sin necesidad de traslado   cuidado  jueves  cdmx ,7/21/2022,2:59:02,0,1,0,0,0,1,1,,No
1550028513415135235,2022-07-21 03:02:50-05:00,OVIALCDMX, precaucionvial   servicios de emergencia laboran por volcadura en av  insurgentes y baja california  colonia roma sur  ,7/21/2022,3:59:02,0,1,0,0,0,0,0,,No
1550038785525972993,2022-07-21 03:43:39-05:00,OVIALCDMX,03 43  precaucionvial   choque sobre eje 5 sur y av  cuauhtemoc  col  narvarte poniente  alcaldia benito juarez  ,7/21/2022,3:59:02,0,0,0,0,0,0,1,benito juarez,Si
