"1548831956820975618"|"2022-07-17 19:48:09-05:00"|"supercivicosmx"|"queridos vecinos de  axamexico y  vinoslanaval en felix cuevas  queremos que nos apoyen con sus camaras de seguridad pa evidenciar a un conductor cobarde que se paso un alto e impacto a una familia  por fortuna no hay heridos  pero si injusticia  nos apoyan vecinos  gracias   "|"2022-07-18"|"00:30:04"|"1"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548883030483378181"|"2022-07-17 23:11:05-05:00"|"Ellenwen"|" v3lascomx  jtodxs  botvialcdmx en un caso bastante similar  choque contra un poste que deja muertos  en 2017 la nota menciona una velocidad aproximadamente de 185 kms x hr  calcula   aunque en ese bmw el unico que sobrevivio fue el conductor perdido de borracho  spoiler  salio impune    "|"2022-07-18"|"00:30:05"|"0"|"0"|"1"|"0"|"0"|"0"|"1"|""
"1548896978322563072"|"2022-07-18 00:06:31-05:00"|"OVIALCDMX"|"00 06  precaucionvial   por percance en av  division del norte a la altura de av  jacarandas  col  ciudad jardin  servicios de emergencia acuden al lugar  "|"2022-07-18"|"00:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548913916738240512"|"2022-07-18 01:13:49-05:00"|"C5_CDMX"|"servicios de emergencia laborando en percance vial sobre 5 de febrero y mariano bocanegra  colonia martin carrera   tualcaldiagam  911cdmx  c5 "|"2022-07-18"|"01:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|"gustavo a madero"
"1548916017568829440"|"2022-07-18 01:22:10-05:00"|"OVIALCDMX"|"01 22  precaucionvial   por percance en eje 4 sur a la altura de av  rio mayo  col  real del moral  servicios de emergencia acuden al lugar  "|"2022-07-18"|"01:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548919792299491328"|"2022-07-18 01:37:10-05:00"|"OVIALCDMX"|"01 37  precaucionvial   por volcadura en av  rio de los remedios a la altura de año 1779  col  san juan y guadalupe ticoman  servicios de emergencia acuden al lugar  "|"2022-07-18"|"01:59:02"|"0"|"1"|"0"|"0"|"0"|"0"|"0"|""
"1548921579014598656"|"2022-07-18 01:44:16-05:00"|"OVIALCDMX"|"01 44  precaucionvial   por percance en av  guelatao a la altura de av  circunvalacion  col  chinam pac de juarez  servicios de emergencia se dirigen al lugar  "|"2022-07-18"|"01:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548923423585353734"|"2022-07-18 01:51:36-05:00"|"OVIALCDMX"|"01 51  precaucionvial   por percance en viaducto rio de la piedad al oriente a la altura de francisco del paso y troncoso  col  la cruz coyuya  servicios de emergencia acuden al lugar  "|"2022-07-18"|"01:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548933534706016256"|"2022-07-18 02:31:47-05:00"|"C5_CDMX"|"laboran servicios de emergencia en volcadura sobre av  guelatao y sebastian barrigüete andrade  colonia ejercito de agua prieta   alc iztapalapa  911cdmx  c5 "|"2022-07-18"|"02:59:03"|"0"|"1"|"0"|"0"|"0"|"0"|"0"|"iztapalapa"
"1548936153348308992"|"2022-07-18 02:42:11-05:00"|"OVIALCDMX"|"02 42  precaucionvial   por percance en prol  marcelino buendia y av  5  col  cabeza de juarez viii  maneje con precaucion  "|"2022-07-18"|"02:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548947807024959488"|"2022-07-18 03:28:29-05:00"|"RaulGtzNR"|"la muerte no descanso este fin de semana  mira las notas de alto impacto  donde lamentablemente varias personas murieron en distintos acontecimientos     "|"2022-07-18"|"03:59:02"|"1"|"0"|"1"|"0"|"0"|"1"|"1"|""
"1548948476360364033"|"2022-07-18 03:31:09-05:00"|"OVIALCDMX"|"03 31  precaucionvial   servicios de emergencia se dirigen a la av  aquiles serdan y av  invierno  col  angel zimbron  por reporte de volcadura  "|"2022-07-18"|"03:59:02"|"0"|"1"|"0"|"0"|"0"|"0"|"0"|""
"1548951418031194113"|"2022-07-18 03:42:50-05:00"|"CruzRoja_CDMX"|" cruzrojamexicana esta atendiendo un  accidente de  transito en   aquiles  serdan    angel  zimbron   azcapotzalco con una  ambulancia donada con tus aportaciones "|"2022-07-18"|"03:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|"azcapotzalco"
"1548952229058678786"|"2022-07-18 03:46:04-05:00"|"CruzRoja_CDMX"|"una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en  periferico    merced  gomez    alvaro  obregon extrema precauciones al pasar por ese lugar "|"2022-07-18"|"03:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548953600310788096"|"2022-07-18 03:51:31-05:00"|"RaulGtzNR"|"accidente fuerte en aquiles serdan arriba de metro refineria "|"2022-07-18"|"03:59:02"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548957008837107712"|"2022-07-18 04:05:03-05:00"|"OVIALCDMX"|"04 05  precaucionvial   por percance en av  universidad a la altura de av  miguel angel de quevedo  servicios de emergencia en el lugar  "|"2022-07-18"|"04:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548957601936941057"|"2022-07-18 04:07:25-05:00"|"CruzRoja_CDMX"|"un  accidente de  transito en  universidad    ex hacienda de  guadalupe  chimalistac    alvaro  obregon fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona "|"2022-07-18"|"04:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548968470666219522"|"2022-07-18 04:50:36-05:00"|"OVIALCDMX"|"04 50  precaucionvial   por percance en anillo periferico a la altura de barranca del muerto  servicios de emergencia en el lugar  "|"2022-07-18"|"04:59:03"|"0"|"0"|"1"|"0"|"0"|"0"|"1"|""
"1548978984926547968"|"2022-07-18 05:32:23-05:00"|"C5_CDMX"|" precaucionequipos de emergencia atienden accidente vehicular sobre av  fray servando teresa de mier y retorno 30 de fray servando teresa de mier  colonia jardin balbuena   a vcarranza  911cdmx  c5 "|"2022-07-18"|"05:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548979464230633474"|"2022-07-18 05:34:17-05:00"|"OVIALCDMX"|"05 34  precaucionvial   por percance en fray servando teresa de mier y circuito interior  servicios de emergencia en el lugar  "|"2022-07-18"|"05:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548990268371787777"|"2022-07-18 06:17:13-05:00"|"trafico889"|"ocurrio un  choque sobre prolongacion division del norte pasando av  muyuguarda en direccion a periferico "|"2022-07-18"|"06:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548991248924639232"|"2022-07-18 06:21:07-05:00"|"trafico889"|"se registra  choque sobre viaducto rio de la piedad a la altura de av  8 en direccion a rio churubusco "|"2022-07-18"|"06:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548991825775673345"|"2022-07-18 06:23:24-05:00"|"CruzRoja_CDMX"|"un  accidente de  transito en   monte  athos    lomas de  chapultepec i  seccion    miguel  hidalgo fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona "|"2022-07-18"|"06:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548992723444584449"|"2022-07-18 06:26:58-05:00"|"isidrocorro"|"que noche  aparte de lluvia  me toco cubrir varios asuntos  un accidente fatal en una feria  unos ebrios se metieron con todo y coche al politecnico y un arbol aplasto a cinco personas en una camioneta  acudi al lugar y esto fue lo que me encontre amigos  buenos dias   "|"2022-07-18"|"06:59:03"|"0"|"0"|"0"|"0"|"0"|"1"|"1"|""
"1548993313088442369"|"2022-07-18 06:29:19-05:00"|"CruzRoja_CDMX"|"una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en  revolucion   tacubaya    miguel  hidalgo extrema precauciones al pasar por ese lugar "|"2022-07-18"|"06:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|""
"1548993768002576386"|"2022-07-18 06:31:07-05:00"|"OVIALCDMX"|" precaucionvial   servicios de emergencia acuden a laborar por choque en av  benjamin franklin y av  revolucion  col  hipodromo condesa  alcaldia cuauhtemoc   alternativavial alfonso reyes y viaducto  "|"2022-07-18"|"06:59:03"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|"cuauhtemoc"
