Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracción,Hora_Extracción,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1545985003963797510,2022-07-09 23:15:22-05:00,MrElDiablo8, precauciones  servicios de emergencia se dirigen a periferico y renato leduc por reporte de volcadura ,7/10/2022,0:30:04,0,1,0,0,0,0,0,,No
1545996712912863233,2022-07-10 00:01:54-05:00,alertasurbanas,reportan que al hospital infantil de legaria llego un menor de 13 aÃ±os con un impacto de disparo de arma de fuego en una pierna derivado de un asalto  ,7/10/2022,0:59:02,0,0,0,0,0,0,1,,No
1546010048194813952,2022-07-10 00:54:53-05:00,CruzRoja_CDMX,vehiculos de  emergencia y la  cruzrojamexicana acuden a  san  francisco   san  francisco  tetecala   azcapotzalco a auxiliar por un  accidente de  transito ,7/10/2022,0:59:02,0,0,0,0,0,0,1,azcapotzalco,Si
1546013863086260224,2022-07-10 01:10:03-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en   calzada  vallejo    industrial  vallejo   azcapotzalco con una  ambulancia donada con tus aportaciones ,7/10/2022,1:59:03,0,0,0,0,0,0,1,azcapotzalco,Si
1546018033138802689,2022-07-10 01:26:37-05:00,C5_CDMX, precaucion servicios de emergencia laborando por accidente vehicular en calz  vallejo y poniente 122  colonia coltongo   tualcaldiagam 911cdmx  c5 ,7/10/2022,1:59:03,0,0,0,0,0,0,1,gustavo a madero,No
1546020603982913536,2022-07-10 01:36:50-05:00,OVIALCDMX,01 36  precaucionvial   servicios de emergencia laboran en calz  vallejo y poniente 122  colonia coltongo   tualcaldiagam  por percance  ,7/10/2022,1:59:03,0,0,0,0,0,0,1,gustavo a madero,No
1546022021649276929,2022-07-10 01:42:28-05:00,OVIALCDMX,01 42  precaucionvial   servicios de emergencia se dirigen a viaducto rio de la piedad y av  andres molina enriquez  por percance  ,7/10/2022,1:59:03,0,0,0,0,0,0,1,,Si
1546024747821109249,2022-07-10 01:53:18-05:00,OVIALCDMX,01 52  precaucionvial   servicios de emergencia se dirigen a circuito interior y calz  ignacio zaragoza  por percance  ,7/10/2022,1:59:03,0,0,0,0,0,0,1,,Si
1546040169924640770,2022-07-10 02:54:35-05:00,CruzRoja_CDMX,personal de la  cruzrojamexicana auxilian a un paciente en   avenida  observatorio   16 de  septiembre    miguel  hidalgo debido a un  accidente de  transito ,7/10/2022,2:59:02,0,0,0,0,0,0,1,,Si
1546045095644102656,2022-07-10 03:14:09-05:00,OVIALCDMX,03 14  precaucionvial   por percance en ermita iztapalapa a la altura de gonzalez camarena  col  jacarandas  servicios de emergencia laborando en el lugar  ,7/10/2022,3:59:02,0,0,0,0,0,0,1,iztapalapa,Si
1546050652001927168,2022-07-10 03:36:14-05:00,OVIALCDMX,03 36  precaucionvial   por percance en av  paseo de la reforma a la altura de la glorieta del ahuehuete  col  juarez  servicios de emergencia al lugar  ,7/10/2022,3:59:02,0,0,0,0,0,0,1,,Si
1546052187255721985,2022-07-10 03:42:20-05:00,OVIALCDMX,03 42  precaucionvial   por percance en av  cerro de las torres a la altura de cerro guadalupe  col  campestre churubusco  servicios de emergencia acuden al lugar  ,7/10/2022,3:59:02,0,0,0,0,0,0,1,,Si
1546055322036539392,2022-07-10 03:54:47-05:00,CruzRoja_CDMX,estamos atendiendo en  cruzrojamexicana un  accidente de  transito en   cerrada  lago  salado    pensil  norte    miguel  hidalgo extrema precacuciones al pasar por ese lugar ,7/10/2022,3:59:02,0,0,0,0,0,0,1,,Si
1546058554158751744,2022-07-10 04:07:38-05:00,OVIALCDMX,04 07  precaucionvial   por percance en lago ximilpa a la altura de cda  ximilpa  col  argentina antigua  servicios de emergencia acuden al lugar  ,7/10/2022,4:59:03,0,0,0,0,0,0,1,,Si
1546060886380630016,2022-07-10 04:16:54-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en   lago  naur    cuauhtemoc  pensil    miguel  hidalgo extrema precauciones al pasar por ese lugar ,7/10/2022,4:59:03,0,0,0,0,0,0,1,cuauhtemoc,Si
1546075329990742016,2022-07-10 05:14:18-05:00,CruzRoja_CDMX, cruzrojamexicana esta ayudando en un  accidente de  transito en   callejon  miguel  hidalgo    lomas de la era    alvaro  obregon ten cuidado al pasar por el lugar ,7/10/2022,5:59:02,0,0,0,0,0,0,1,,Si
1546077966995755008,2022-07-10 05:24:46-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en   avenida  aquiles  serdan    presidente  madero   azcapotzalco extrema precauciones al pasar por ese lugar ,7/10/2022,5:59:02,0,0,0,0,0,0,1,azcapotzalco,Si
1546081015889858561,2022-07-10 05:36:53-05:00,CruzRoja_CDMX,en la direccion   avenida  aquiles  serdan    presidente  madero   azcapotzalco un vehiculo de la  cruzrojamexicana atiende un  accidente de  transito  evita esas vialidades ,7/10/2022,5:59:02,0,0,0,0,0,0,1,azcapotzalco,No
1546081441389453312,2022-07-10 05:38:35-05:00,C5_CDMX, precaucion  servicios de emergencia laborando por accidente vehicular en av  aquiles serdan y tierra negra  colonia presidente madero   azcapotzalcomx alternativas viales  av  16 de septiembre y av  del rosario  911cdmx  c5 ,7/10/2022,5:59:02,0,0,0,0,0,0,1,azcapotzalco,No
1546082310768009218,2022-07-10 05:42:02-05:00,OVIALCDMX,05 42  precaucionvial   por percance en av  aquiles serdan a la altura de tierra negra  col  tierra nueva  servicios de emergencia al lugar  ,7/10/2022,5:59:02,0,0,0,0,0,0,1,,No
1546087449583132672,2022-07-10 06:02:27-05:00,CruzRoja_CDMX,un  accidente de  transito en   avenida  aquiles  serdan    presidente  madero   azcapotzalco fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona ,7/10/2022,6:59:02,0,0,0,0,0,0,1,azcapotzalco,No
1546120501453623296,2022-07-10 08:13:47-05:00,alertasurbanas,una persona perdio la vida atropellado por le convoy en la l 1 del metro pino suarez  ,7/10/2022,8:59:03,1,0,1,0,0,1,0,,No
1546179629353926656,2022-07-10 12:08:44-05:00,Huatoo, reportan fuerte  accidente con personas fallecidas en la carretera mexico cuernvaca a la altura de  parres  ,7/10/2022,12:59:02,0,0,0,0,0,1,1,,No
1546190373881528325,2022-07-10 12:51:26-05:00,Nueva_Nota_Roja,volcaduraesta madrugada se registro la volcadura de un automovil  esto en anillo periferico y renato leduc alcaldia de tlalpan nota roja10 07 2022 ,7/10/2022,12:59:02,0,1,0,0,0,0,0,tlalpan,No
1546197371830280192,2022-07-10 13:19:15-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en   erasmo  castellanos  quinto   tacubaya    miguel  hidalgo con una  ambulancia donada con tus aportaciones ,7/10/2022,13:59:03,0,0,0,0,0,0,1,,Si
1546228295561256961,2022-07-10 15:22:07-05:00,Nueva_Nota_Roja,impactado esta tarde una patrulla de la  ssc de la  cdmx impacto una motocicleta  esto en el carril confinado del metrobus en eje 1 del boulevard puerto aereo en hangares nota roja10 07 2022 ,7/10/2022,15:59:02,1,0,0,0,1,0,1,,Si
1546233339820007424,2022-07-10 15:42:10-05:00,alertasurbanas,motociclistas accidentados en la federal a cuernavaca a la altura de parres  doble deceso en la escena  ,7/10/2022,15:59:02,0,0,1,0,1,0,1,,Si
1546235665272152066,2022-07-10 15:51:24-05:00,OVIALCDMX,15 50  precaucionvial   servicios de emergencia se dirigen hacia anillo periferico a la altura de av  tlahuac   alc iztapalapa  por choque    alternativavial eje 3 oriente  ,7/10/2022,15:59:02,0,0,0,0,0,0,1,iztapalapa,Si
1546238547220381696,2022-07-10 16:02:52-05:00,trafico889,gracias a nuestro wazer  tripeh34  nos informa que hay un  choque sobre bucareli a la altura de av  chapultepec hacia el eje 2 sur ,7/10/2022,16:59:03,0,0,0,0,0,0,1,,Si
1546239788344381440,2022-07-10 16:07:47-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en  pestalozzi    piedad  narvarte    benito  juarez extrema precauciones al pasar por ese lugar ,7/10/2022,16:59:03,0,0,0,0,0,0,1,,Si
1546243770324320265,2022-07-10 16:23:37-05:00,trafico889,encontraras un  choque sobre av  rio churubusco a la altura de plutarco elias calles en direccion a calz  de tlalpan ,7/10/2022,16:59:03,0,0,0,0,0,0,1,tlalpan,Si
1546248964609114117,2022-07-10 16:44:15-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en   general  jesus  alonso  flores   observatorio    miguel  hidalgo con una  ambulancia donada con tus aportaciones ,7/10/2022,16:59:03,0,0,0,0,0,0,1,,Si
1546249017314738178,2022-07-10 16:44:28-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en   general  jesus  alonso  flores   observatorio    miguel  hidalgo extrema precauciones al pasar por ese lugar ,7/10/2022,16:59:03,0,0,0,0,0,0,1,,No
1546249588696293377,2022-07-10 16:46:44-05:00,trafico889,hay un  choque sobre eje 6 sur   cardiologos pasando calz  de la viga en direccion a rio churubusco ,7/10/2022,16:59:03,0,0,0,0,0,0,1,,Si
1546252197540859906,2022-07-10 16:57:06-05:00,OVIALCDMX,16 55  precaucionvial   servicios de emergencia se dirigen hacia av  centenario y loma nueva  col  lomas de tarango  alcaldia alvaro obregon  por percance automovilistico   alternativavial prolongacion 5 de mayo  ,7/10/2022,16:59:03,0,0,0,0,0,0,1,alvaro obregon,Si
1546252658893361152,2022-07-10 16:58:56-05:00,trafico889,por percance vial  servicios de emergencia se dirigen a av  centenario y loma nueva  col  lomas de tarango ,7/10/2022,16:59:03,0,0,0,0,0,0,1,,No
1546253390329659394,2022-07-10 17:01:50-05:00,CruzRoja_CDMX,un  accidente de  transito en  av  ceylan    industrial  vallejo   azcapotzalco fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona ,7/10/2022,17:59:03,0,0,0,0,0,0,1,azcapotzalco,Si
1546253693477076993,2022-07-10 17:03:03-05:00,MrElDiablo8, suscribete  un trailer lo atropello  qepd  jb  via  youtube ,7/10/2022,17:59:03,1,0,0,0,0,0,0,,No
1546254260391788545,2022-07-10 17:05:18-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en  av  centenario    lomas de  tarango    alvaro  obregon extrema precauciones al pasar por ese lugar ,7/10/2022,17:59:03,0,0,0,0,0,0,1,,No
1546255808392007680,2022-07-10 17:11:27-05:00,C5_CDMX,servicios de emergencia trabajan en volcadura sobre centenario y loma nueva  colonia lomas de tarango   alcaldiaao  911cdmx  c5 ,7/10/2022,17:59:03,0,1,0,0,0,0,0,alvaro obregon,Si
1546259698906796033,2022-07-10 17:26:54-05:00,trafico889,por  volcadura  servicios de emergencia laboran en centenario y loma nueva  colonia lomas de tarango ,7/10/2022,17:59:03,0,1,0,0,0,0,0,,No
