Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracci�n,Hora_Extracci�n,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1.54423E+18,2022-07-05 02:48:43-05:00,C5_CDMX,servicios de emergencia trabajan por percance vial sobre anillo periferico al norte y antonio diaz soto y gama  colonia unidad vicente guerrero   alc iztapalapa  911cdmx  c5 ,7/5/2022,2:59:03,0,0,0,0,0,0,1,iztapalapa,Si
1.54423E+18,2022-07-05 03:08:36-05:00,OVIALCDMX,03 08  precaucionvial por percance vehicular en anillo periferico y antonio diaz soto y gama hacia el norte  colonia unidad vicente guerrero  servicios de emergencia laboran en el lugar  ,7/5/2022,3:59:02,0,0,0,0,0,0,1,,No
1.54427E+18,2022-07-05 05:50:11-05:00,OVIALCDMX,05 49  precaucionvial por percance vehicular en av  luis mendez pasando albarrada  no distraiga su atencion al volante  ,7/5/2022,5:59:02,0,0,0,0,0,0,1,,Si
1.54428E+18,2022-07-05 06:03:15-05:00,OVIALCDMX,06 02  precaucionvial   servicios de emergencia se dirigen a laborar en calz  san antonio abad a la altura de chimalpopoca  por percance vehicular  ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,Si
1.54428E+18,2022-07-05 06:03:26-05:00,trafico889,se registro un  accidente en la incorporacion de calz  san antonio abad a chimalpopoca ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,No
1.54428E+18,2022-07-05 06:04:37-05:00,trafico889,hay un  accidente en la aut  mexico puebla a la altura del km 58 en direccion a puebla ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,No
1.54428E+18,2022-07-05 06:13:04-05:00,C5_CDMX, atencionservicios de emergencia trabajan por percance vial sobre calle chimalpopoca direccion al sur y calzada san antonio abad  colonia centro   alccuauhtemocmx  alternativa vial  5 de febrero  911cdmx  c5,7/5/2022,6:59:02,0,0,0,0,0,0,1,cuauhtemoc,No
1.54428E+18,2022-07-05 06:20:24-05:00,OVIALCDMX,06 19  precaucionvial   se registra percance vehicular en lateral de calzada ignacio zaragoza a la altura de telecomunicaciones con direccion al poniente  servicios de emergencia laboran en el lugar  ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,Si
1.54428E+18,2022-07-05 06:21:58-05:00,trafico889,ocurrio un percance vial sobre lateral de calz  ignacio zaragoza a la altura de telecomunicaciones con direccion a viaducto  servicios de emergencia laboran en el lugar ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,No
1.54429E+18,2022-07-05 06:52:39-05:00,trafico889,corte a la circulacion en calz  san antonio abad a la altura de lucas alaman  hacia la av  20 de noviembre  por  accidente ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,No
1.54429E+18,2022-07-05 06:54:47-05:00,CruzRoja_CDMX,vehiculos de  emergencia y la  cruzrojamexicana acuden a  perote    jalalpa  tepito    alvaro  obregon a auxiliar por un  accidente de  transito ,7/5/2022,6:59:02,0,0,0,0,0,0,1,,Si
1.54429E+18,2022-07-05 07:09:08-05:00,trafico889,continua afectacion vial por  accidente en la aut  mexico puebla a la altura del km 58 en direccion a puebla ,7/5/2022,7:59:02,0,0,0,0,0,0,1,,No
1.54429E+18,2022-07-05 07:14:03-05:00,trafico889,avance lento por  choque en periferico a la altura de av  del conscripto  hacia reforma ,7/5/2022,7:59:02,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:22:51-05:00,trafico889,rezagos en el avance por  choque en av  i p n a la altura de lindavista  hacia montevideo ,7/5/2022,7:59:02,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:23:32-05:00,trafico889,lento avance por  choque en miguel bernard poco antes de miguel othon de mendizabal  hacia rio de los remedios ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:24:16-05:00,trafico889,gracias a nuestro wazer  pepegon  nos informa que hay un  choque sobre miguel bernard poco antes de miguel othon de mendizabal  en direccion a rio de los remedios ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,No
1.5443E+18,2022-07-05 07:24:55-05:00,trafico889, choque en calz  de tlalpan antes de av  division el norte  en direccion a calz  taxqueña ,7/5/2022,7:59:03,0,0,0,0,0,0,1,tlalpan,Si
1.5443E+18,2022-07-05 07:32:04-05:00,trafico889,avance complicado por  choque en rio churubusco a la altura de calz  de la viga hacia calz  de tlalpan ,7/5/2022,7:59:03,0,0,0,0,0,0,1,tlalpan,Si
1.5443E+18,2022-07-05 07:39:07-05:00,trafico889,por  choque es lento el avance de paganini pasando circuito interior  hacia insurgentes ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:42:24-05:00,trafico889,rezagos en el avance por  choque en benjamin franklin antes de diagonal patriotismo  hacia av  revolucion ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:44:33-05:00,OVIALCDMX, precaucionvial   se registra choque en centrales de circuito interior al poniente a la altura de eje central l  cardenas   alternativavial eje 3 norte  ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:54:49-05:00,OVIALCDMX, precaucionvial   por percance vehicular sobre calz  ignacio zaragoza al poniente a la altura de calle 4   alternativavial eje 1 norte y av  sur 12  ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,Si
1.5443E+18,2022-07-05 07:55:49-05:00,trafico889,¡precaucion  se registra un percance vial sobre calz  ignacio zaragoza a la altura de calle 4 ,7/5/2022,7:59:03,0,0,0,0,0,0,1,,No
1.54431E+18,2022-07-05 08:23:32-05:00,trafico889,ocurrio un  choque sobre calz  de tlalpan pasando calz  taxqueña en direccion a rio churubusco ,7/5/2022,8:59:02,0,0,0,0,0,0,1,tlalpan,Si
1.54431E+18,2022-07-05 08:24:27-05:00,OVIALCDMX,08 23  precaucionvial   servicios de emergencia laboran en benvenuto cellini y avenida revolucion col  mixcoac  alcaldia benito juarez  debido a incidente vial   alternativavial avenida insurgentes  ,7/5/2022,8:59:02,0,0,0,0,0,0,1,benito juarez,Si
1.54431E+18,2022-07-05 08:28:01-05:00,OVIALCDMX, precaucionvial   se registra percance en paganini y clave  col  vallejo  alcaldia gustavo a  madero   alternativavial calz  vallejo  ,7/5/2022,8:59:02,0,0,0,0,0,0,1,,Si
1.54431E+18,2022-07-05 08:29:07-05:00,OVIALCDMX, precaucionvial   se registra choque sobre circuito interior al poniente a la altura de la raza   alternativavial eje 3 norte  ,7/5/2022,8:59:02,0,0,0,0,0,0,1,,Si
1.54412E+18,2022-07-04 20:02:33-05:00,BotVialCdmx,cifras del 03 07 22 cdmx hechos de transito identificados  78 volcaduras  6 automovilistas fallecidos  2 peatones atropellados  6  donde 1 fallecio motociclistas atropellados  2  donde 1 fallecio peatondelsur  hzamarron  muertevialcdmx  ellenwen  hirepunk,7/5/2022,14:30:07,1,0,1,0,1,0,0,,No
1.54431E+18,2022-07-05 08:33:55-05:00,trafico889,por  percance  servicios de emergencia laboran en benvenuto cellini y av  revolucion  col  mixcoac  alcaldia benito juarez ,7/5/2022,8:59:02,0,0,0,0,0,0,1,benito juarez,No
1.54432E+18,2022-07-05 08:45:09-05:00,trafico889,se registra  choque sobre  av  rio churubusco a la altura de andres molina enriquez en direccion a calz  de tlalpan ,7/5/2022,8:59:02,0,0,0,0,0,0,1,tlalpan,Si
1.54432E+18,2022-07-05 08:45:29-05:00,trafico889,hay un  choque sobre calz  ermita iztapalapa pasando plutarco elias calles en direccion a tlalpan ,7/5/2022,8:59:02,0,0,0,0,0,0,1,iztapalapa,Si
1.54432E+18,2022-07-05 08:45:38-05:00,trafico889, choque sobre calz  de la viga pasando eje 6 sur hacia viaducto ,7/5/2022,8:59:02,0,0,0,0,0,0,1,,Si
1.54432E+18,2022-07-05 08:49:54-05:00,trafico889,retiran corte a la circulacion sobre calz  san antonio abad a partir de lucas alaman  asi como tlaxcoaque a la altura de fray servando  luego de labores de servicios de emergencia por  accidente ,7/5/2022,8:59:02,0,0,0,0,0,0,1,,No
1.54432E+18,2022-07-05 08:50:50-05:00,trafico889,afectada la circulacion por percance vial sobre francisco del paso y troncoso a la altura de fray servando en direccion a av  del taller ,7/5/2022,8:59:02,0,0,0,0,0,0,1,,Si
1.54432E+18,2022-07-05 08:51:28-05:00,trafico889,percance vial sobre  av  100 metros a la altura de montevideo en direccion a av  cuitlahuac ,7/5/2022,8:59:02,0,0,0,0,0,0,1,tlahuac,Si
1.54432E+18,2022-07-05 09:00:09-05:00,OVIALCDMX, precaucionvial   se registra choque en calzada de tlalpan al norte y patinadores  col  country club churubusco   alternativavial canal de miramontes  ,7/5/2022,9:59:02,0,0,0,0,0,0,1,tlalpan,Si
