Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracci�n,Hora_Extracci�n,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1541287142781063168,2022-06-27 00:07:45-05:00,OVIALCDMX,00 06  precaucionvial por choque en calle aristoteles antes de av  horacio  ,6/27/2022,0:59:03,0,0,0,0,0,0,1,,
1541298015910100992,2022-06-27 00:50:57-05:00,OVIALCDMX,00 49  precaucionvial por choque en anillo periferico a la altura de porfirio del castillo  no distraiga su atencion al volante  ,6/27/2022,0:59:03,0,0,0,0,0,0,1,,
1541299310851248133,2022-06-27 00:56:06-05:00,OVIALCDMX,00 54  precaucionvial por choque en av  de las torres a la altura de guadalupe victoria  no distraiga su atencion al volante  ,6/27/2022,0:59:03,0,0,0,0,0,0,1,,
1541300821358510080,2022-06-27 01:02:06-05:00,OVIALCDMX,01 00  precaucionvial por percance vehicular av  euzkaro a la altura de av  insurgentes  servicios de emergencia al lugar  ,6/27/2022,1:59:02,0,0,0,0,0,0,1,,
1541304719209123840,2022-06-27 01:17:35-05:00,OVIALCDMX,01 15  precaucionvial por percance vehicular en calz  ermita iztapalapa a la altura de eusebio guajardo al oriente  servicios de emergencia al lugar  ,6/27/2022,1:59:02,0,0,0,0,0,0,1,iztapalapa,
1541305715465371649,2022-06-27 01:21:33-05:00,RaulGtzNR,𝗟𝘂𝗻𝗲𝘀 𝟮𝟳 𝗱𝗲 𝗷𝘂𝗻𝗶𝗼 𝗡𝗥 𝗖𝗼𝗺𝘂𝗻𝗶𝗰𝗮𝗰𝗶𝗼𝗻𝗲𝘀 persecucion termina en choque sobre el puente de euzcaro e insurgentes en la gam 01 12,6/27/2022,1:59:02,0,0,0,0,0,0,1,,
1541307500414341120,2022-06-27 01:28:38-05:00,OVIALCDMX,01 27  precaucionvial por percance vehicular en calz  san antonio abad antes de jose tomas cuellar  no distraiga su atencion al volante  ,6/27/2022,1:59:02,0,0,0,0,0,0,1,,
1541312437172969474,2022-06-27 01:48:15-05:00,OVIALCDMX,01 46  precaucionvial por percance vehicular en av  cuauhtemoc pasando calle dr  marquez al sur  ,6/27/2022,1:59:02,0,0,0,0,0,0,1,cuauhtemoc,
1541324231606243339,2022-06-27 02:35:07-05:00,OVIALCDMX,02 33  precaucionvial por percance vehicular en av  insurgentes a la altura de eje 2 norte  servicios de emergencia al lugar  ,6/27/2022,2:59:03,0,0,0,0,0,0,1,,
1541334570758508544,2022-06-27 03:16:12-05:00,RaulGtzNR,𝗟𝘂𝗻𝗲𝘀 𝟮𝟳 𝗱𝗲 𝗷𝘂𝗻𝗶𝗼 𝗡𝗥 𝗖𝗼𝗺𝘂𝗻𝗶𝗰𝗮𝗰𝗶𝗼𝗻𝗲𝘀 congreso de la union y plutarco elias calles cerca del metrobus la viga  motociclista atropellado por camion de bomberos  02 40,6/27/2022,3:59:02,1,0,0,0,1,0,0,,No
1541340047022104577,2022-06-27 03:37:58-05:00,CruzRoja_CDMX,personal de la  cruzrojamexicana auxilian a un paciente en   paseo de la  reforma   guerrero   cuauhtemoc debido a un  accidente de  transito ,6/27/2022,3:59:02,0,0,0,0,0,0,1,cuauhtemoc,
1541346084190027776,2022-06-27 04:01:57-05:00,CruzRoja_CDMX, cruzrojamexicana esta ayudando en un  accidente de  transito en   aquiles  serdan   pasteros   azcapotzalco ten cuidado al pasar por el lugar ,6/27/2022,4:59:02,0,0,0,0,0,0,1,azcapotzalco,
1541361484177051649,2022-06-27 05:03:09-05:00,CruzRoja_CDMX,en la direccion  grutas   san  pedro de los  pinos    alvaro  obregon un vehiculo de la  cruzrojamexicana atiende un  accidente de  transito  evita esas vialidades ,6/27/2022,5:59:02,0,0,0,0,0,0,1,,
1541370813701578752,2022-06-27 05:40:13-05:00,OVIALCDMX,05 40  precaucionvial   servicios de emergencia acuden a av  oceania y arabia  col  romero rubio  alcaldia venustiano carranza por motociclista derrapado  ,6/27/2022,5:59:02,0,0,0,0,1,0,1,venustiano carranza,
1541371178429865984,2022-06-27 05:41:40-05:00,CruzRoja_CDMX,una  ambulancia de la  cruzrojamexicana labora atendiendo a un paciente herido por un  accidente de  transito en  galena   guerrero   cuauhtemoc ,6/27/2022,5:59:02,0,0,0,0,0,0,1,cuauhtemoc,
1541375846904172544,2022-06-27 06:00:13-05:00,OVIALCDMX,06 00  precaucionvial   servicios de emergencia acuden a anillo periferico y españa con direccion al sur  col  cerro de la estrella  alcaldia iztapalapa por persona atropellada  ,6/27/2022,6:59:03,1,0,0,0,0,1,0,iztapalapa,Si
1541378797743869952,2022-06-27 06:11:57-05:00,trafico889,ocurrio un  percance sobre av  oceania a a altura de norte 29 en direccion al eje 1 norte ,6/27/2022,6:59:03,0,0,0,0,0,0,1,,
1541381225864220672,2022-06-27 06:21:36-05:00,trafico889,se registra  choque sobre av  constituyentes poco antes de periferico en direccion a circuito interior ,6/27/2022,6:59:03,0,0,0,0,0,0,1,,
1541386504525709313,2022-06-27 06:42:34-05:00,trafico889, choque sobre av  608 a la altura de av  508 en direccion a rio consulado ,6/27/2022,6:59:03,0,0,0,0,0,0,1,,
1541387336705007618,2022-06-27 06:45:53-05:00,trafico889,gracias a nuestro wazer  anonimo  reporta accidente en periferico a la altura de calle 4  hacia san antonio  colonia san pedro de los pinos ,6/27/2022,6:59:03,0,0,0,0,0,0,1,,
1541392794136223744,2022-06-27 07:07:34-05:00,RaulGtzNR,𝗟𝘂𝗻𝗲𝘀 𝟮𝟳 𝗱𝗲 𝗷𝘂𝗻𝗶𝗼 𝗡𝗥 𝗖𝗼𝗺𝘂𝗻𝗶𝗰𝗮𝗰𝗶𝗼𝗻𝗲𝘀 choque en zaragoza a la altura de balbuena  06 30 ,6/27/2022,7:59:02,0,0,0,0,0,0,1,,
1541394919398731776,2022-06-27 07:16:01-05:00,trafico889,gracias a nuestro wazer  anonimo  reporta un accidente en el eje 3 sur antes de calz  de la viga  hacia calz  san antonio abad ,6/27/2022,7:59:02,0,0,0,0,0,0,1,,
1541397180430225413,2022-06-27 07:25:00-05:00,InfotrafficMX,se produjo un accidente en carriles laterales de periferico a la altura de paseo de pedregal en direccion a san jeronimo  apoyovial ,6/27/2022,7:59:02,0,0,0,0,0,0,1,,
1541397579719647232,2022-06-27 07:26:35-05:00,RaulGtzNR,𝗟𝘂𝗻𝗲𝘀 𝟮𝟳 𝗱𝗲 𝗷𝘂𝗻𝗶𝗼 𝗡𝗥 𝗖𝗼𝗺𝘂𝗻𝗶𝗰𝗮𝗰𝗶𝗼𝗻𝗲𝘀 choque laminero de 3 vehiculos  un taxi involucrado  en av  oceania frente al metro deportivo oceania rumbo al circuito interior  07 00 ,6/27/2022,7:59:02,0,0,0,0,0,0,1,,
1541399605803466754,2022-06-27 07:34:38-05:00,RaulGtzNR,muere motociclista en calles de la alcaldia iztacalco  ¡fue atropellado por un camion de bomberos  ,6/27/2022,7:59:02,1,0,1,0,1,0,0,iztacalco,Si
1541400130548555777,2022-06-27 07:36:43-05:00,trafico889,hay un   choque obre romulo o farril a la altura de barranca pilares en direccion a periferico ,6/27/2022,7:59:02,0,0,0,0,0,0,1,,
1541402706677583872,2022-06-27 07:46:57-05:00,trafico889,gracias a nuestro wazer   walteridabel  reporta un choque en viaducto miguel aleman a la altura de viaducto rio becerra  hacia calz  de tlalpan ,6/27/2022,7:59:02,0,0,0,0,0,0,1,tlalpan,
1541402833681108992,2022-06-27 07:47:28-05:00,CruzRoja_CDMX,un  accidente de  transito en  thiers   anzures    miguel  hidalgo fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona ,6/27/2022,7:59:02,0,0,0,0,0,0,1,,
1541406024720064512,2022-06-27 08:00:08-05:00,trafico889, choque sobre thiers a la atura de cuvier hacia circuito interior ,6/27/2022,8:59:03,0,0,0,0,0,0,1,,
1541407545717301252,2022-06-27 08:06:11-05:00,Nueva_Nota_Roja,choque anoche una ambulancia pc de iztapalapa choco con un automovil  esto en avenida fray servando teresa de mier y sur 103 colonia aeronautica militar alcaldia de venustiano carranza nota roja27 06 2022 ,6/27/2022,8:59:03,0,0,0,0,0,0,1,iztapalapa,
1541408615734583297,2022-06-27 08:10:26-05:00,CruzRoja_CDMX,al transitar por  castel    bosque de  chapultepec ii  seccion    miguel  hidalgo encontraras un  accidente de  transito atendido por  cruzrojamexicana  ten cuidado y disminuye tu velocidad  ,6/27/2022,8:59:03,0,0,0,0,0,0,1,,
1541409819118120965,2022-06-27 08:15:13-05:00,trafico889,gracias a nuestro wazer  manuel77  nos informa que hay un  choque sobre viaducto rio de la piedad a la altura de av  8 en direccion a calz  de tlalpan ,6/27/2022,8:59:03,0,0,0,0,0,0,1,tlalpan,
1541411021574639616,2022-06-27 08:20:00-05:00,InfotrafficMX,se reporta un choque en av  oceania  poco antes del eje 1 norte  hacia el distribuidor vial heberto castillo tome precauciones  apoyovial ,6/27/2022,8:59:03,0,0,0,0,0,0,1,,
1541413099760017408,2022-06-27 08:28:15-05:00,trafico889,percance vial sobre fernando alencastre pasando periferico en direccion a blvd  de los virreyes ,6/27/2022,8:59:03,0,0,0,0,0,0,1,,
1541413372830162945,2022-06-27 08:29:20-05:00,trafico889,avance lento por  choque en periferico a la altura de viaducto tlalpan  hacia insurgentes ,6/27/2022,8:59:03,0,0,0,0,0,0,1,tlalpan,
1541414321393061888,2022-06-27 08:33:06-05:00,isidrocorro,esta madrugada me toco cubrir una persecucion en la zona norte de la capital del pais  una pareja que conducia ebria una camioneta choco contra una patrulla y finalmente lograron detenerlos  esto fue lo que me encontre amigos  buen inicio de semana  ,6/27/2022,8:59:03,0,0,0,0,0,0,1,,
1541423891716775936,2022-06-27 09:11:08-05:00,trafico889,lento avance por  choque en rio consulado a la altura de calz  misterios  hacia av  oceania ,6/27/2022,9:59:03,0,0,0,0,0,0,1,,
1541425223056035840,2022-06-27 09:16:26-05:00,trafico889,encontraras un  choque en periferico a la altura de paseo de las palmas  hacia av  ejercito nacional ,6/27/2022,9:59:03,0,0,0,0,0,0,1,,
1541425517437390849,2022-06-27 09:17:36-05:00,trafico889, choque complica el avance de monterrey poco antes de puebla  hacia av  chapultepec ,6/27/2022,9:59:03,0,0,0,0,0,0,1,,
1541426032854437888,2022-06-27 09:19:39-05:00,trafico889,se registro un  choque en calz  de tlalpan poco antes de division del norte  hacia calz  del hueso ,6/27/2022,9:59:03,0,0,0,0,0,0,1,tlalpan,
1541426172562530304,2022-06-27 09:20:12-05:00,trafico889,hay un  choque en la aut  urbana sur poco antes de viaducto tlalpan  hacia insurgentes ,6/27/2022,9:59:03,0,0,0,0,0,0,1,tlalpan,
1541429480559767552,2022-06-27 09:33:21-05:00,trafico889,por  choque es lento el avance de viaducto rio becerra a la altura de la calle new york  hacia viaducto miguel aleman ,6/27/2022,9:59:03,0,0,0,0,0,0,1,,
1541433358697340928,2022-06-27 09:48:45-05:00,MrElDiablo8,continua afectada la circulacion del  circuito mx  en el kilometro 34  dir  puebla  tras accidente en el que al menos una persona perdio la vida  se espera el arribo de la  fiscaliaedomex  qepd  video  ,6/27/2022,9:59:03,0,0,0,0,0,1,1,,
1541442700355960834,2022-06-27 10:25:53-05:00,CruzRoja_CDMX, cruzrojamexicana esta ayudando en un  accidente de  transito en   romulo o  farril    ampliacion las  aguilas    alvaro  obregon ten cuidado al pasar por el lugar ,6/27/2022,10:59:03,0,0,0,0,0,0,1,,
1541447421259091972,2022-06-27 10:44:38-05:00,trafico889,ocurrio un  choque sobre popocatepetl a la altura de calz   de tlalpan ,6/27/2022,10:59:03,0,0,0,0,0,0,1,tlalpan,
1541449336038588416,2022-06-27 10:52:15-05:00,trafico889,gracias a nuestro wazer  pepe0120  reporta un choque en av  constituyentes pasando observatorio  hacia periferico ,6/27/2022,10:59:03,0,0,0,0,0,0,1,,
1541449535511224320,2022-06-27 10:53:02-05:00,trafico889,se registra un  choque sobre rio nilo a la altura de periferico ,6/27/2022,10:59:03,0,0,0,0,0,0,1,,
1541451009628803072,2022-06-27 10:58:54-05:00,trafico889,hay un  choque sobre av  insurgentes a la altura de av  universidad en direccion a periferico ,6/27/2022,10:59:03,0,0,0,0,0,0,1,,
1541453274502553609,2022-06-27 11:07:54-05:00,OVIALCDMX, precaucionvial   por percance en calle 11 de abril y av  patriotismo  col  escandon i secc   alternativavial rio becerra y viaducto  ,6/27/2022,11:59:03,0,0,0,0,0,0,1,,
1541454968825192449,2022-06-27 11:14:38-05:00,trafico889, choque sobre  marcelino buendia a la altura de periferico ,6/27/2022,11:59:03,0,0,0,0,0,0,1,,
1541455350649573380,2022-06-27 11:16:09-05:00,OVIALCDMX, precaucionvial   en calz  ignacio zaragoza al poniente y calle 4  col  agricola pantitlan  por percance automovilistico   alternativavial eje 1 norte  ,6/27/2022,11:59:03,0,0,0,0,0,0,1,,
1541455489204101122,2022-06-27 11:16:42-05:00,trafico889,gracias a nuestro wazer  anonimo  reporta un choque en la via gustavo baz prada pasando circuito historiadores  hacia av  adolfo lopez mateos ,6/27/2022,11:59:03,0,0,0,0,0,0,1,,
1541458020374298624,2022-06-27 11:26:45-05:00,CruzRoja_CDMX,una  ambulancia de la  cruzrojamexicana labora atendiendo a un paciente herido por un  accidente de  transito en   benjamin  franklin   san  miguel  chapultepec i  seccion    miguel  hidalgo ,6/27/2022,11:59:03,0,0,0,0,0,0,1,,
1541458289812275200,2022-06-27 11:27:49-05:00,trafico889,servicios de emergencia laboran por  accidente en el km 34 del circuito exterior mexiquense en direccion a puebla ,6/27/2022,11:59:03,0,0,0,0,0,0,1,,
1541461038016729089,2022-06-27 11:38:45-05:00,alertasurbanas,en el circuito exterior mexiquense choque multiple deja como saldo a una mujer sin vida y dos lesionados  entre ellos un pbi que viajaba como custodio en el camioneta de ups  ,6/27/2022,11:59:03,0,0,1,0,0,0,1,,
1541472260367810562,2022-06-27 12:23:20-05:00,CruzRoja_CDMX,vehiculos de  emergencia y la  cruzrojamexicana acuden a   benjamin  franklin   san  miguel  chapultepec i  seccion    miguel  hidalgo a auxiliar por un  accidente de  transito ,6/27/2022,12:59:03,0,0,0,0,0,0,1,,
1541484523111583745,2022-06-27 13:12:04-05:00,trafico889,gracias a nuestro wazer   anonimo  informa de un  accidente sobre la calle puebla a la altura de cordoba ,6/27/2022,13:59:03,0,0,0,0,0,0,1,,
1541485227167477760,2022-06-27 13:14:52-05:00,trafico889,¡cuidado  encontraras un  accidente sobre av  ceylan a la altura de eje 5 norte con direccion a cuitlahuac ,6/27/2022,13:59:03,0,0,0,0,0,0,1,tlahuac,
1541499266291699712,2022-06-27 14:10:39-05:00,evedian26, muertevialcdmxuna mujer de 40 a 45 años ha muerto despues de ser atropellada por un motociclista en mercedes abrego y av  sta  ana  ctmculhuacan el responsable a quedado detenido en espera de periciales para el levantamiento del cuerpo dep ,6/27/2022,14:59:02,1,0,1,0,1,0,0,,Si
