Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracci�n,Hora_Extracci�n,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1542010696749252609,2022-06-29 00:02:53-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en   paseo de la  reforma    bosque de  chapultepec i  seccion    miguel  hidalgo con una  ambulancia donada con tus aportaciones ,6/29/2022,0:59:04,0,0,0,0,0,0,1,,Si
1542021143317680129,2022-06-29 00:44:24-05:00,OVIALCDMX,00 42  precaucionvial por choque en la picacho ajusco a la altura de anillo periferico  ,6/29/2022,0:59:04,0,0,0,0,0,0,1,,Si
1542022994117234696,2022-06-29 00:51:45-05:00,C5_CDMX,servicios de emergencia trabajan por percance vial sobre avenida rio san joaquin y avenida lomas de sotelo  colonia lomas de sotelo   alcaldiamhmx  911cdmx c5,6/29/2022,0:59:04,0,0,0,0,0,0,1,miguel hidalgo,Si
1542023124065173504,2022-06-29 00:52:16-05:00,CruzRoja_CDMX,al transitar por   prolongacion  moliere   popo    miguel  hidalgo encontraras un  accidente de  transito atendido por  cruzrojamexicana  ten cuidado y disminuye tu velocidad  ,6/29/2022,0:59:04,0,0,0,0,0,0,1,,Si
1542023309902110720,2022-06-29 00:53:01-05:00,CruzRoja_CDMX, cruzrojamexicana esta ayudando en un  accidente de  transito en  penoles    valle  gomez   cuauhtemoc ten cuidado al pasar por el lugar ,6/29/2022,0:59:04,0,0,0,0,0,0,1,cuauhtemoc,Si
1542023314025201664,2022-06-29 00:53:02-05:00,CruzRoja_CDMX,vehiculos de  emergencia y la  cruzrojamexicana acuden a  penoles    valle  gomez   cuauhtemoc a auxiliar por un  accidente de  transito ,6/29/2022,0:59:04,0,0,0,0,0,0,1,cuauhtemoc,No
1542024650292617217,2022-06-29 00:58:20-05:00,OVIALCDMX,00 56  precaucionvial por choque en av  rio san joaquin a la altura de av  lomas de sotelo  ,6/29/2022,0:59:04,0,0,0,0,0,0,1,,Si
1542029351092473856,2022-06-29 01:17:01-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en   aquiles  serdan    francisco  villa   azcapotzalco con una  ambulancia donada con tus aportaciones ,6/29/2022,1:59:03,0,0,0,0,0,0,1,azcapotzalco,Si
1542032496099049473,2022-06-29 01:29:31-05:00,OVIALCDMX,01 28  precaucionvial por choque en av  pdte  masaryk a la altura de mariano escobedo  ,6/29/2022,1:59:03,0,0,0,0,0,0,1,,Si
1542044717797576704,2022-06-29 02:18:05-05:00,OVIALCDMX,02 16  precaucionvial movilizacion de servicios de emergencia por percance vehicular en florencia a la altura de calle londres  ,6/29/2022,2:59:02,0,0,0,0,0,0,1,,Si
1542047740682801154,2022-06-29 02:30:05-05:00,OVIALCDMX,02 28  precaucionvial movilizacion de servicios de emergencia por volcadura en calzada ignacio zaragoza hacia el poniente a la altura de calle jose maria patoni  ,6/29/2022,2:59:02,0,1,0,0,0,0,0,,Si
1542074357207400448,2022-06-29 04:15:51-05:00,OVIALCDMX,04 14  precaucionvial por percance vehicular en av  estanislao ramirez ruiz y eje 10 sur  servicios de emergencia en el lugar  ,6/29/2022,4:59:03,0,0,0,0,0,0,1,,Si
1542082325915340802,2022-06-29 04:47:31-05:00,OVIALCDMX,04 45  precaucionvial por percance vehicular en viaducto miguel aleman a la altura de adolfo prieto al oriente  colonia del valle  servicios de emergencia al lugar  ,6/29/2022,4:59:03,0,0,0,0,0,0,1,,Si
1542097557773484032,2022-06-29 05:48:03-05:00,Huatoo,fuerte  accidente en la av obrero mundial y adolfo prieto en la col  del valle  hay un herido  ,6/29/2022,5:59:02,0,0,0,0,0,0,1,,No
