Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracci�n,Hora_Extracci�n,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1542373923794436101,2022-06-30 00:06:14-05:00,OVIALCDMX,00 06  precaucionvial   servicios de emergencia se dirigen hacia antonio dovali a la altura de av  javier barros sierra  col  santa fe  por percance  ,6/30/2022,0:59:02,0,0,0,0,0,0,1,,Si
1542376293215440896,2022-06-30 00:15:38-05:00,OVIALCDMX,00 15  precaucionvial   por volcadura en eje central lazaro cardenas a la altura de doctor velasco  col  obrera  servicios de emergencia acuden al lugar  ,6/30/2022,0:59:02,0,1,0,0,0,0,0,,Si
1542377592828923911,2022-06-30 00:20:48-05:00,CruzRoja_CDMX,estamos atendiendo en  cruzrojamexicana un  accidente de  transito en  moctezuma   guerrero   cuauhtemoc extrema precacuciones al pasar por ese lugar ,6/30/2022,0:59:02,0,0,0,0,0,0,1,cuauhtemoc,Si
1542377614001725442,2022-06-30 00:20:53-05:00,CruzRoja_CDMX,una  ambulancia de la  cruzrojamexicana labora atendiendo a un paciente herido por un  accidente de  transito en   insurgentes sur   chimalistac    alvaro  obregon ,6/30/2022,0:59:02,0,0,0,0,0,0,1,,SI
1542379338586357763,2022-06-30 00:27:44-05:00,C5_CDMX,servicios de emergencia trabajan por percance vial sobre eje central y doctor idelfonso velasco  colonia doctores   alccuauhtemocmx alternativa vial  dr  andrade  911cdmx   c5 ,6/30/2022,0:59:02,0,0,0,0,0,0,1,cuauhtemoc,Si
1542390506956771330,2022-06-30 01:12:07-05:00,isidrocorro,un hombre resulto gravemente lesionado tras ser atropellado por el metrobus numero economico 929 de la linea 7 que corre de indios verdes a campo marte  el accidente ocurrio en la esquina de cantera e insurgentes norte   cdmx ,6/30/2022,1:59:02,1,0,0,0,0,0,1,,Si
1542400712566521858,2022-06-30 01:52:40-05:00,OVIALCDMX,01 52  precaucionvial   por percance en av  insurgentes norte a la altura de eje 2 norte  col  atlampa  servicios de emergencia acuden al lugar  ,6/30/2022,1:59:02,0,0,0,0,0,0,1,,Si
1542405988300361728,2022-06-30 02:13:38-05:00,CruzRoja_CDMX, cruzrojamexicana esta ayudando en un  accidente de  transito en  av  cuitlahuac   san  salvador  xochimanca   azcapotzalco ten cuidado al pasar por el lugar ,6/30/2022,2:59:03,0,0,0,0,0,0,1,azcapotzalco,Si
1542406475578052614,2022-06-30 02:15:34-05:00,OVIALCDMX,02 15  precaucionvial   por percance en eje central lazaro cardenas a la altura de venustiano carranza  col  centro  servicios de emergencia acuden al lugar  ,6/30/2022,2:59:03,0,0,0,0,0,0,1,venustiano carranza,Si
1542410588680138752,2022-06-30 02:31:55-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en  eje 2  norte   atlampa   cuauhtemoc extrema precauciones al pasar por ese lugar ,6/30/2022,2:59:03,0,0,0,0,0,0,1,cuauhtemoc,No
